#-----------------------------------------------------------------------------
# Date d'extraction : 24/04/2025 - 12h17 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP2.6 : Emissions maîtrisées
#-----------------------------------------------------------------------------
# Période extraite : de 2006 à 2020
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     TAV : Température moyenne journalière (°C)
#     PN20MM : Nombre de jours de fortes précipitations (jour(s))
#     PQ90 : précipitations intenses (Q90) (mm)
#     PQ99 : précipitations extrêmes (Q99) (mm)
#     RR99 : nombre de jours de précipitations intenses (nombre de jours où on dépasse le Q99) (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Annee;TAV;PN20MM;PQ90;PQ99;RR99;
#-----------------------------------------------------------------------------
Point;Latitude;Longitude;Contexte;Annee;TAV;PN20MM;PQ90;PQ99;RR99;
14027;48.4605;-3.5624;RCP2.6;2011;10.82;9;9.41;22.48;1;
14027;48.4605;-3.5624;RCP2.6;2012;10.94;8;11.63;26.15;4;
14027;48.4605;-3.5624;RCP2.6;2013;10.99;11;11.18;26.58;3;
14027;48.4605;-3.5624;RCP2.6;2014;10.82;14;12.62;25.6;4;
14027;48.4605;-3.5624;RCP2.6;2015;10.89;6;8.79;22.81;2;
14027;48.4605;-3.5624;RCP2.6;2016;11.22;13;11.31;28.42;7;
14027;48.4605;-3.5624;RCP2.6;2017;11.47;9;10.32;23.78;2;
14027;48.4605;-3.5624;RCP2.6;2018;10.15;12;13.43;33.69;6;
14027;48.4605;-3.5624;RCP2.6;2019;10.02;11;12.44;29.87;7;
14027;48.4605;-3.5624;RCP2.6;2020;10.3;11;11.06;29;5;
14028;48.4658;-3.4545;RCP2.6;2006;10.14;2;8.53;18.2;2;
14028;48.4658;-3.4545;RCP2.6;2007;10.82;11;9.34;24.86;8;
14028;48.4658;-3.4545;RCP2.6;2008;10.4;8;10.2;23.82;6;
14028;48.4658;-3.4545;RCP2.6;2009;11.29;6;8.58;20.99;3;
14028;48.4658;-3.4545;RCP2.6;2010;10.86;8;9.8;27.19;7;
14028;48.4658;-3.4545;RCP2.6;2011;10.99;3;8.86;19.54;1;
14028;48.4658;-3.4545;RCP2.6;2012;11.09;5;9.2;22.09;3;
14028;48.4658;-3.4545;RCP2.6;2013;11.14;6;9.2;20.91;2;
14028;48.4658;-3.4545;RCP2.6;2014;10.99;8;10.63;23.1;4;
14028;48.4658;-3.4545;RCP2.6;2015;11.08;4;7.1;19.82;3;
14028;48.4658;-3.4545;RCP2.6;2016;11.42;13;9.77;25.25;8;
14028;48.4658;-3.4545;RCP2.6;2017;11.65;4;8.22;21.38;4;
14028;48.4658;-3.4545;RCP2.6;2018;10.33;8;11.09;28.56;6;
14028;48.4658;-3.4545;RCP2.6;2019;10.18;10;10.28;24.32;5;
14028;48.4658;-3.4545;RCP2.6;2020;10.54;9;9.18;27.46;5;
14029;48.4711;-3.3467;RCP2.6;2006;10.15;3;7.76;18.54;1;
14029;48.4711;-3.3467;RCP2.6;2007;10.77;11;9.71;23.89;7;
14029;48.4711;-3.3467;RCP2.6;2008;10.37;8;10.28;24.68;5;
14029;48.4711;-3.3467;RCP2.6;2009;11.3;5;8.98;20.87;3;
14029;48.4711;-3.3467;RCP2.6;2010;10.9;11;9.67;26.81;8;
14029;48.4711;-3.3467;RCP2.6;2011;11.03;4;8.57;19.67;1;
14029;48.4711;-3.3467;RCP2.6;2012;11.08;6;8.77;22.38;3;
14029;48.4711;-3.3467;RCP2.6;2013;11.1;6;9.83;20.78;2;
14029;48.4711;-3.3467;RCP2.6;2014;10.99;6;10.35;23.51;5;
14029;48.4711;-3.3467;RCP2.6;2015;11.06;4;7.67;18.4;3;
14029;48.4711;-3.3467;RCP2.6;2016;11.42;11;9.91;28.75;7;
14029;48.4711;-3.3467;RCP2.6;2017;11.64;4;8.06;20.56;3;
14029;48.4711;-3.3467;RCP2.6;2018;10.33;8;10.7;31.45;7;
14029;48.4711;-3.3467;RCP2.6;2019;10.16;9;10.11;24.2;5;
14029;48.4711;-3.3467;RCP2.6;2020;10.57;6;9.32;28.74;6;
14030;48.4762;-3.2388;RCP2.6;2006;10.18;3;7.75;18.5;1;
14030;48.4762;-3.2388;RCP2.6;2007;10.8;11;9.71;23.84;6;
14030;48.4762;-3.2388;RCP2.6;2008;10.4;8;10.26;24.63;5;
14030;48.4762;-3.2388;RCP2.6;2009;11.33;5;8.96;20.83;3;
14030;48.4762;-3.2388;RCP2.6;2010;10.93;11;9.65;26.76;8;
14030;48.4762;-3.2388;RCP2.6;2011;11.06;4;8.55;19.62;1;
14030;48.4762;-3.2388;RCP2.6;2012;11.11;6;8.76;22.34;3;
14030;48.4762;-3.2388;RCP2.6;2013;11.13;6;9.82;20.74;2;
14030;48.4762;-3.2388;RCP2.6;2014;11.02;6;10.32;23.47;5;
14030;48.4762;-3.2388;RCP2.6;2015;11.09;4;7.65;18.36;3;
14030;48.4762;-3.2388;RCP2.6;2016;11.45;11;9.89;28.74;7;
14030;48.4762;-3.2388;RCP2.6;2017;11.68;4;8.05;20.52;3;
14030;48.4762;-3.2388;RCP2.6;2018;10.36;8;10.68;31.38;7;
14030;48.4762;-3.2388;RCP2.6;2019;10.2;9;10.09;24.14;5;
14030;48.4762;-3.2388;RCP2.6;2020;10.6;6;9.3;28.71;6;
14031;48.4813;-3.1309;RCP2.6;2006;10.63;3;7.26;17.64;1;
14031;48.4813;-3.1309;RCP2.6;2007;11.24;8;8.6;22.76;5;
14031;48.4813;-3.1309;RCP2.6;2008;10.91;6;8.98;21.41;4;
14031;48.4813;-3.1309;RCP2.6;2009;11.78;5;7.95;21.56;4;
14031;48.4813;-3.1309;RCP2.6;2010;11.36;7;9.78;28.81;7;
14031;48.4813;-3.1309;RCP2.6;2011;11.52;4;8.69;19.96;3;
14031;48.4813;-3.1309;RCP2.6;2012;11.59;8;8.61;20.73;3;
14031;48.4813;-3.1309;RCP2.6;2013;11.62;5;9.99;21.44;2;
14031;48.4813;-3.1309;RCP2.6;2014;11.52;7;9.49;23.36;4;
14031;48.4813;-3.1309;RCP2.6;2015;11.59;4;7.09;18.05;2;
14031;48.4813;-3.1309;RCP2.6;2016;11.92;10;9.07;30.49;7;
14031;48.4813;-3.1309;RCP2.6;2017;12.15;3;7.75;17.92;3;
14031;48.4813;-3.1309;RCP2.6;2018;10.85;10;9.91;29.78;8;
14031;48.4813;-3.1309;RCP2.6;2019;10.67;10;10.08;22.11;4;
14031;48.4813;-3.1309;RCP2.6;2020;11.09;6;7.93;27.28;5;
14032;48.4862;-3.023;RCP2.6;2006;10.37;2;7.39;19.03;2;
14032;48.4862;-3.023;RCP2.6;2007;10.96;7;9.29;25.46;5;
14032;48.4862;-3.023;RCP2.6;2008;10.67;5;9.56;21.42;3;
14032;48.4862;-3.023;RCP2.6;2009;11.51;6;8.5;25.46;4;
14032;48.4862;-3.023;RCP2.6;2010;11.09;7;9.85;27.68;6;
14032;48.4862;-3.023;RCP2.6;2011;11.26;6;9.44;21.15;3;
14032;48.4862;-3.023;RCP2.6;2012;11.31;5;8.64;21.81;4;
14032;48.4862;-3.023;RCP2.6;2013;11.38;8;10.33;21.2;2;
14032;48.4862;-3.023;RCP2.6;2014;11.24;6;9.26;23.72;5;
14032;48.4862;-3.023;RCP2.6;2015;11.3;3;7.02;19.57;2;
14032;48.4862;-3.023;RCP2.6;2016;11.63;12;9.21;28.13;8;
14032;48.4862;-3.023;RCP2.6;2017;11.85;2;7.89;17.33;2;
14032;48.4862;-3.023;RCP2.6;2018;10.61;11;10.09;32.81;9;
14032;48.4862;-3.023;RCP2.6;2019;10.38;9;10.02;23.85;5;
14032;48.4862;-3.023;RCP2.6;2020;10.81;8;8.67;31.3;6;
14033;48.4911;-2.915;RCP2.6;2006;10.61;2;7.31;18.73;2;
14033;48.4911;-2.915;RCP2.6;2007;11.2;7;9.13;25.02;5;
14033;48.4911;-2.915;RCP2.6;2008;10.93;5;9.26;21.06;3;
14033;48.4911;-2.915;RCP2.6;2009;11.76;6;8.35;25.07;4;
14033;48.4911;-2.915;RCP2.6;2010;11.33;7;9.71;27.31;6;
14033;48.4911;-2.915;RCP2.6;2011;11.5;5;9.28;20.82;3;
14033;48.4911;-2.915;RCP2.6;2012;11.56;4;8.5;21.43;4;
14033;48.4911;-2.915;RCP2.6;2013;11.64;7;10.15;20.85;2;
14033;48.4911;-2.915;RCP2.6;2014;11.5;6;9.1;23.32;5;
14033;48.4911;-2.915;RCP2.6;2015;11.56;3;6.89;19.24;2;
14033;48.4911;-2.915;RCP2.6;2016;11.89;12;9.02;27.71;8;
14033;48.4911;-2.915;RCP2.6;2017;12.11;2;7.52;17.03;2;
14033;48.4911;-2.915;RCP2.6;2018;10.85;10;9.93;32.25;9;
14033;48.4911;-2.915;RCP2.6;2019;10.63;9;9.66;23.46;5;
14033;48.4911;-2.915;RCP2.6;2020;11.06;8;8.25;30.97;6;
14034;48.4958;-2.807;RCP2.6;2006;10.71;2;5.36;17.69;2;
14034;48.4958;-2.807;RCP2.6;2007;11.23;5;7.16;20.92;6;
14034;48.4958;-2.807;RCP2.6;2008;11.05;1;6.78;17.22;3;
14034;48.4958;-2.807;RCP2.6;2009;11.79;4;5.9;19.74;5;
14034;48.4958;-2.807;RCP2.6;2010;11.36;4;6.83;19.92;5;
14034;48.4958;-2.807;RCP2.6;2011;11.58;3;6.71;18.51;4;
14034;48.4958;-2.807;RCP2.6;2012;11.59;4;6.79;20.42;5;
14034;48.4958;-2.807;RCP2.6;2013;11.63;2;6.87;17.48;3;
14034;48.4958;-2.807;RCP2.6;2014;11.57;2;6.6;16.79;3;
14034;48.4958;-2.807;RCP2.6;2015;11.6;1;5.27;16.19;1;
14034;48.4958;-2.807;RCP2.6;2016;11.88;5;6.92;27.26;5;
14034;48.4958;-2.807;RCP2.6;2017;12.14;1;5.95;13.74;1;
14034;48.4958;-2.807;RCP2.6;2018;10.95;6;7.96;23.96;9;
14034;48.4958;-2.807;RCP2.6;2019;10.77;2;7.33;18.63;3;
14034;48.4958;-2.807;RCP2.6;2020;11.18;8;7.26;24.43;8;
14035;48.5005;-2.6991;RCP2.6;2006;11.13;3;5.27;17.67;3;
14035;48.5005;-2.6991;RCP2.6;2007;11.66;4;6.72;19.41;5;
14035;48.5005;-2.6991;RCP2.6;2008;11.51;3;6.71;16.78;3;
14035;48.5005;-2.6991;RCP2.6;2009;12.21;3;5.65;17.47;4;
14035;48.5005;-2.6991;RCP2.6;2010;11.77;3;6.54;18.55;5;
14035;48.5005;-2.6991;RCP2.6;2011;11.94;2;6.19;17.47;4;
14035;48.5005;-2.6991;RCP2.6;2012;11.96;5;6.8;20.68;5;
14035;48.5005;-2.6991;RCP2.6;2013;12.11;2;6.48;16.59;2;
14035;48.5005;-2.6991;RCP2.6;2014;11.98;2;7.04;16.57;4;
14035;48.5005;-2.6991;RCP2.6;2015;12.04;1;4.71;14.85;1;
14035;48.5005;-2.6991;RCP2.6;2016;12.3;6;6.92;26.38;6;
14035;48.5005;-2.6991;RCP2.6;2017;12.55;0;5.79;13.92;1;
14035;48.5005;-2.6991;RCP2.6;2018;11.38;6;8.45;24.02;6;
14035;48.5005;-2.6991;RCP2.6;2019;11.23;2;6.94;18.26;4;
14035;48.5005;-2.6991;RCP2.6;2020;11.57;6;7.12;22.55;8;
14036;48.505;-2.5911;RCP2.6;2006;10.91;2;4.77;15.88;3;
14036;48.505;-2.5911;RCP2.6;2007;11.48;4;6.05;19.92;7;
14036;48.505;-2.5911;RCP2.6;2008;11.3;1;6.16;16.47;3;
14036;48.505;-2.5911;RCP2.6;2009;12.05;3;5.45;15.37;4;
14036;48.505;-2.5911;RCP2.6;2010;11.57;3;5.83;16.97;4;
14036;48.505;-2.5911;RCP2.6;2011;11.78;2;6.04;15.89;3;
14036;48.505;-2.5911;RCP2.6;2012;11.79;4;6.29;19.59;5;
14036;48.505;-2.5911;RCP2.6;2013;11.93;1;6.02;14.63;2;
14036;48.505;-2.5911;RCP2.6;2014;11.81;2;6.66;15.76;4;
14036;48.505;-2.5911;RCP2.6;2015;11.88;1;4.53;14.07;1;
14036;48.505;-2.5911;RCP2.6;2016;12.14;5;6.45;24.76;6;
14036;48.505;-2.5911;RCP2.6;2017;12.41;0;5.65;13.35;2;
14036;48.505;-2.5911;RCP2.6;2018;11.18;6;7.51;23.44;7;
14036;48.505;-2.5911;RCP2.6;2019;11.03;1;6.86;16.59;2;
14036;48.505;-2.5911;RCP2.6;2020;11.37;5;6.73;21.39;7;
14037;48.5095;-2.483;RCP2.6;2006;10.76;4;4.79;18.35;4;
14037;48.5095;-2.483;RCP2.6;2007;11.29;3;6.15;18.63;5;
14037;48.5095;-2.483;RCP2.6;2008;11.1;3;5.81;16.12;3;
14037;48.5095;-2.483;RCP2.6;2009;11.84;3;6.17;16.1;4;
14037;48.5095;-2.483;RCP2.6;2010;11.42;3;5.78;17.68;4;
14037;48.5095;-2.483;RCP2.6;2011;11.6;1;5.82;16.03;3;
14037;48.5095;-2.483;RCP2.6;2012;11.63;4;6.84;18.44;4;
14037;48.5095;-2.483;RCP2.6;2013;11.77;2;5.58;15.02;3;
14037;48.5095;-2.483;RCP2.6;2014;11.6;3;6.94;16.53;4;
14037;48.5095;-2.483;RCP2.6;2015;11.67;1;5.1;13.05;1;
14037;48.5095;-2.483;RCP2.6;2016;11.92;6;6.12;25.85;6;
14037;48.5095;-2.483;RCP2.6;2017;12.26;1;6.18;14.77;2;
14037;48.5095;-2.483;RCP2.6;2018;11.01;4;7.16;20.9;6;
14037;48.5095;-2.483;RCP2.6;2019;10.85;2;6.93;16.74;3;
14037;48.5095;-2.483;RCP2.6;2020;11.22;5;6.85;26.32;7;
14038;48.5138;-2.375;RCP2.6;2006;10.83;4;4.77;18.27;4;
14038;48.5138;-2.375;RCP2.6;2007;11.36;3;6.21;18.55;5;
14038;48.5138;-2.375;RCP2.6;2008;11.19;3;5.79;16.05;3;
14038;48.5138;-2.375;RCP2.6;2009;11.92;3;6.14;16.06;4;
14038;48.5138;-2.375;RCP2.6;2010;11.49;3;5.76;17.61;4;
14038;48.5138;-2.375;RCP2.6;2011;11.67;1;5.79;15.99;3;
14038;48.5138;-2.375;RCP2.6;2012;11.71;4;6.8;18.35;4;
14038;48.5138;-2.375;RCP2.6;2013;11.85;1;5.56;14.95;3;
14038;48.5138;-2.375;RCP2.6;2014;11.68;2;6.93;16.46;4;
14038;48.5138;-2.375;RCP2.6;2015;11.75;1;5.08;12.99;1;
14038;48.5138;-2.375;RCP2.6;2016;12;6;6.16;25.77;6;
14038;48.5138;-2.375;RCP2.6;2017;12.33;1;6.15;14.7;2;
14038;48.5138;-2.375;RCP2.6;2018;11.07;4;7.14;20.81;6;
14038;48.5138;-2.375;RCP2.6;2019;10.93;2;6.9;16.66;3;
14038;48.5138;-2.375;RCP2.6;2020;11.29;5;6.82;26.23;7;
14039;48.5181;-2.2669;RCP2.6;2006;11.12;4;5.21;18.57;4;
14039;48.5181;-2.2669;RCP2.6;2007;11.62;2;6.28;17.59;4;
14039;48.5181;-2.2669;RCP2.6;2008;11.45;2;6.11;14.65;3;
14039;48.5181;-2.2669;RCP2.6;2009;12.21;3;6.16;15.62;3;
14039;48.5181;-2.2669;RCP2.6;2010;11.74;3;6.21;17.39;3;
14039;48.5181;-2.2669;RCP2.6;2011;11.93;1;5.46;15.95;3;
14039;48.5181;-2.2669;RCP2.6;2012;11.97;3;6.92;17.96;5;
14039;48.5181;-2.2669;RCP2.6;2013;12.15;1;5.93;14.85;2;
14039;48.5181;-2.2669;RCP2.6;2014;11.97;3;7.05;15.8;3;
14039;48.5181;-2.2669;RCP2.6;2015;12.04;1;5.32;14.13;1;
14039;48.5181;-2.2669;RCP2.6;2016;12.23;7;6.4;23.89;7;
14039;48.5181;-2.2669;RCP2.6;2017;12.6;0;6.24;15.42;3;
14039;48.5181;-2.2669;RCP2.6;2018;11.35;4;6.46;20.68;5;
14039;48.5181;-2.2669;RCP2.6;2019;11.22;2;6.8;16.21;3;
14039;48.5181;-2.2669;RCP2.6;2020;11.56;7;6.24;24.72;8;
14040;48.5223;-2.1589;RCP2.6;2006;11;4;5.12;19.47;7;
14040;48.5223;-2.1589;RCP2.6;2007;11.45;3;6.51;17.29;4;
14040;48.5223;-2.1589;RCP2.6;2008;11.32;2;6.15;14.46;3;
14040;48.5223;-2.1589;RCP2.6;2009;12.09;3;5.99;15.81;3;
14040;48.5223;-2.1589;RCP2.6;2010;11.63;2;7.33;17.27;4;
14040;48.5223;-2.1589;RCP2.6;2011;11.79;1;5.78;18.06;5;
14040;48.5223;-2.1589;RCP2.6;2012;11.84;2;6.91;18.51;7;
14040;48.5223;-2.1589;RCP2.6;2013;12.02;0;5.37;13.87;1;
14040;48.5223;-2.1589;RCP2.6;2014;11.81;3;7.1;19.64;6;
14040;48.5223;-2.1589;RCP2.6;2015;11.91;2;5.45;16.39;4;
14040;48.5223;-2.1589;RCP2.6;2016;12.07;6;6.66;21.99;7;
14040;48.5223;-2.1589;RCP2.6;2017;12.49;0;6.51;16.48;3;
14040;48.5223;-2.1589;RCP2.6;2018;11.24;3;5.98;19.81;7;
14040;48.5223;-2.1589;RCP2.6;2019;11.08;2;7.06;17.77;5;
14040;48.5223;-2.1589;RCP2.6;2020;11.41;7;5.75;24.68;9;
14041;48.5263;-2.0508;RCP2.6;2006;10.96;2;4.76;19.17;6;
14041;48.5263;-2.0508;RCP2.6;2007;11.47;1;6.02;15.21;3;
14041;48.5263;-2.0508;RCP2.6;2008;11.32;1;6.23;13.54;2;
14041;48.5263;-2.0508;RCP2.6;2009;12.09;3;5.76;15.91;3;
14041;48.5263;-2.0508;RCP2.6;2010;11.66;3;6.86;17.46;4;
14041;48.5263;-2.0508;RCP2.6;2011;11.77;2;5.91;16.66;4;
14041;48.5263;-2.0508;RCP2.6;2012;11.9;4;6.71;19.64;6;
14041;48.5263;-2.0508;RCP2.6;2013;11.98;0;5.24;14.09;0;
14041;48.5263;-2.0508;RCP2.6;2014;11.8;3;6.59;15.22;3;
14041;48.5263;-2.0508;RCP2.6;2015;11.84;1;5.64;13.76;1;
14041;48.5263;-2.0508;RCP2.6;2016;12.07;5;6.49;22.09;6;
14041;48.5263;-2.0508;RCP2.6;2017;12.45;0;6.27;15.28;1;
14041;48.5263;-2.0508;RCP2.6;2018;11.22;3;6.58;17.89;4;
14041;48.5263;-2.0508;RCP2.6;2019;11.04;1;6.3;17.68;4;
14041;48.5263;-2.0508;RCP2.6;2020;11.38;6;6.5;26.98;8;
14042;48.5303;-1.9426;RCP2.6;2006;11.28;4;5.05;18.81;7;
14042;48.5303;-1.9426;RCP2.6;2007;11.75;2;5.77;18.07;5;
14042;48.5303;-1.9426;RCP2.6;2008;11.62;2;6.41;13.07;3;
14042;48.5303;-1.9426;RCP2.6;2009;12.4;3;5.39;15.15;3;
14042;48.5303;-1.9426;RCP2.6;2010;11.93;2;7.06;17.14;6;
14042;48.5303;-1.9426;RCP2.6;2011;12.06;2;5.58;17.95;5;
14042;48.5303;-1.9426;RCP2.6;2012;12.21;4;6.57;18.43;5;
14042;48.5303;-1.9426;RCP2.6;2013;12.31;0;5.07;12.18;1;
14042;48.5303;-1.9426;RCP2.6;2014;12.12;3;6.65;16.06;3;
14042;48.5303;-1.9426;RCP2.6;2015;12.17;0;5.32;14.32;3;
14042;48.5303;-1.9426;RCP2.6;2016;12.37;6;6.32;22.38;8;
14042;48.5303;-1.9426;RCP2.6;2017;12.76;0;6.21;15.12;2;
14042;48.5303;-1.9426;RCP2.6;2018;11.57;3;6.46;16.46;3;
14042;48.5303;-1.9426;RCP2.6;2019;11.35;1;6.31;18;7;
14042;48.5303;-1.9426;RCP2.6;2020;11.68;6;6.24;25.62;8;
14043;48.5342;-1.8345;RCP2.6;2006;11.33;5;5.41;21.26;6;
14043;48.5342;-1.8345;RCP2.6;2007;11.82;2;6.38;17.96;4;
14043;48.5342;-1.8345;RCP2.6;2008;11.7;2;6.96;14.67;2;
14043;48.5342;-1.8345;RCP2.6;2009;12.4;2;6.38;16.42;2;
14043;48.5342;-1.8345;RCP2.6;2010;12;2;7.68;17.56;3;
14043;48.5342;-1.8345;RCP2.6;2011;12.11;4;6.02;18.29;4;
14043;48.5342;-1.8345;RCP2.6;2012;12.24;4;7.51;18.73;4;
14043;48.5342;-1.8345;RCP2.6;2013;12.38;1;5.47;12.59;1;
14043;48.5342;-1.8345;RCP2.6;2014;12.13;3;6.87;19.09;6;
14043;48.5342;-1.8345;RCP2.6;2015;12.22;1;5.57;15.67;2;
14043;48.5342;-1.8345;RCP2.6;2016;12.39;5;7.42;20.81;7;
14043;48.5342;-1.8345;RCP2.6;2017;12.77;1;6.89;15.97;2;
14043;48.5342;-1.8345;RCP2.6;2018;11.61;3;6.49;18.9;5;
14043;48.5342;-1.8345;RCP2.6;2019;11.44;2;7.84;19.36;7;
14043;48.5342;-1.8345;RCP2.6;2020;11.75;5;6.45;24.2;7;
14044;48.5379;-1.7264;RCP2.6;2006;11.26;5;5.43;21.35;6;
14044;48.5379;-1.7264;RCP2.6;2007;11.75;2;6.4;18.04;4;
14044;48.5379;-1.7264;RCP2.6;2008;11.62;2;6.99;14.73;2;
14044;48.5379;-1.7264;RCP2.6;2009;12.34;2;6.41;16.49;2;
14044;48.5379;-1.7264;RCP2.6;2010;11.94;2;7.72;17.64;3;
14044;48.5379;-1.7264;RCP2.6;2011;12.05;4;6.05;18.36;4;
14044;48.5379;-1.7264;RCP2.6;2012;12.18;4;7.54;18.81;4;
14044;48.5379;-1.7264;RCP2.6;2013;12.32;1;5.49;12.65;1;
14044;48.5379;-1.7264;RCP2.6;2014;12.06;3;6.9;19.18;6;
14044;48.5379;-1.7264;RCP2.6;2015;12.15;1;5.6;15.74;2;
14044;48.5379;-1.7264;RCP2.6;2016;12.32;5;7.45;20.9;7;
14044;48.5379;-1.7264;RCP2.6;2017;12.7;1;6.92;16.04;2;
14044;48.5379;-1.7264;RCP2.6;2018;11.55;3;6.53;18.99;5;
14044;48.5379;-1.7264;RCP2.6;2019;11.37;2;7.87;19.45;7;
14044;48.5379;-1.7264;RCP2.6;2020;11.69;5;6.48;24.28;7;
14045;48.5416;-1.6182;RCP2.6;2006;11.1;4;5.9;20.02;5;
14045;48.5416;-1.6182;RCP2.6;2007;11.56;1;6.25;18.1;3;
14045;48.5416;-1.6182;RCP2.6;2008;11.41;1;6.72;15.01;3;
14045;48.5416;-1.6182;RCP2.6;2009;12.16;2;6.29;15.61;3;
14045;48.5416;-1.6182;RCP2.6;2010;11.76;4;7.67;19.67;6;
14045;48.5416;-1.6182;RCP2.6;2011;11.88;4;6.62;17.85;4;
14045;48.5416;-1.6182;RCP2.6;2012;12.02;5;7.38;21.1;6;
14045;48.5416;-1.6182;RCP2.6;2013;12.14;1;5.68;13.02;1;
14045;48.5416;-1.6182;RCP2.6;2014;11.88;3;7.3;19.74;7;
14045;48.5416;-1.6182;RCP2.6;2015;11.95;2;6.18;15.51;2;
14045;48.5416;-1.6182;RCP2.6;2016;12.14;5;7.63;21.28;5;
14045;48.5416;-1.6182;RCP2.6;2017;12.56;1;7.12;18.32;4;
14045;48.5416;-1.6182;RCP2.6;2018;11.37;2;6.95;18.14;4;
14045;48.5416;-1.6182;RCP2.6;2019;11.22;3;7.53;19.7;6;
14045;48.5416;-1.6182;RCP2.6;2020;11.5;4;6.24;19.06;4;
14160;48.4733;-4.6491;RCP2.6;2006;11.17;4;6.2;20.87;4;
14160;48.4733;-4.6491;RCP2.6;2007;11.6;4;6.75;20.14;4;
14160;48.4733;-4.6491;RCP2.6;2008;11.29;7;8.2;24.04;6;
14160;48.4733;-4.6491;RCP2.6;2009;11.9;2;7.59;19.34;2;
14160;48.4733;-4.6491;RCP2.6;2010;11.63;6;7.39;22.58;6;
14160;48.4733;-4.6491;RCP2.6;2011;11.8;3;6.89;17.79;3;
14160;48.4733;-4.6491;RCP2.6;2012;11.84;5;8.58;21.23;4;
14160;48.4733;-4.6491;RCP2.6;2013;12.04;4;6.84;20.55;4;
14160;48.4733;-4.6491;RCP2.6;2014;11.99;4;8.11;20.17;3;
14160;48.4733;-4.6491;RCP2.6;2015;12.07;4;5.68;19.41;3;
14160;48.4733;-4.6491;RCP2.6;2016;12.2;10;8.35;23.78;8;
14160;48.4733;-4.6491;RCP2.6;2017;12.51;6;7.92;23.33;6;
14160;48.4733;-4.6491;RCP2.6;2018;11.35;7;8.23;21.97;5;
14160;48.4733;-4.6491;RCP2.6;2019;11.23;4;8.43;20.33;4;
14160;48.4733;-4.6491;RCP2.6;2020;11.36;5;7.03;22.29;4;
14161;48.4796;-4.5414;RCP2.6;2006;11.14;4;7.49;21.39;4;
14161;48.4796;-4.5414;RCP2.6;2007;11.67;7;7.86;24.28;4;
14161;48.4796;-4.5414;RCP2.6;2008;11.27;9;9.76;25.38;8;
14161;48.4796;-4.5414;RCP2.6;2009;12.01;5;8.44;22.02;2;
14161;48.4796;-4.5414;RCP2.6;2010;11.67;9;9.01;24.59;7;
14161;48.4796;-4.5414;RCP2.6;2011;11.84;4;8.11;20.46;3;
14161;48.4796;-4.5414;RCP2.6;2012;11.93;8;9.34;24.68;5;
14161;48.4796;-4.5414;RCP2.6;2013;12.09;7;8.39;22.91;4;
14161;48.4796;-4.5414;RCP2.6;2014;12.04;8;8.82;21.81;3;
14161;48.4796;-4.5414;RCP2.6;2015;12.1;5;6.28;21.64;3;
14161;48.4796;-4.5414;RCP2.6;2016;12.22;10;9.93;25.39;9;
14161;48.4796;-4.5414;RCP2.6;2017;12.56;8;8.35;23.16;3;
14161;48.4796;-4.5414;RCP2.6;2018;11.33;8;9.52;22.08;3;
14161;48.4796;-4.5414;RCP2.6;2019;11.16;8;10.12;23.87;5;
14161;48.4796;-4.5414;RCP2.6;2020;11.39;5;8.1;25.18;5;
14162;48.4858;-4.4336;RCP2.6;2006;11.1;5;7.69;21.48;3;
14162;48.4858;-4.4336;RCP2.6;2007;11.69;8;8.12;24.48;7;
14162;48.4858;-4.4336;RCP2.6;2008;11.25;10;9.91;27.43;7;
14162;48.4858;-4.4336;RCP2.6;2009;12;5;8.72;21.17;1;
14162;48.4858;-4.4336;RCP2.6;2010;11.62;10;9.17;24.58;7;
14162;48.4858;-4.4336;RCP2.6;2011;11.82;4;8.21;20.41;3;
14162;48.4858;-4.4336;RCP2.6;2012;11.94;7;9.48;22.12;3;
14162;48.4858;-4.4336;RCP2.6;2013;12.05;7;8.59;21.43;3;
14162;48.4858;-4.4336;RCP2.6;2014;11.98;9;9.24;25.47;6;
14162;48.4858;-4.4336;RCP2.6;2015;12.05;5;6.19;21.42;4;
14162;48.4858;-4.4336;RCP2.6;2016;12.18;10;9.9;25.8;8;
14162;48.4858;-4.4336;RCP2.6;2017;12.52;7;8.97;22.6;4;
14162;48.4858;-4.4336;RCP2.6;2018;11.27;9;10.28;22.48;3;
14162;48.4858;-4.4336;RCP2.6;2019;11.11;8;9.91;25.1;6;
14162;48.4858;-4.4336;RCP2.6;2020;11.36;6;8.16;27.61;5;
14163;48.492;-4.3258;RCP2.6;2006;11.06;5;7.71;21.54;3;
14163;48.492;-4.3258;RCP2.6;2007;11.65;8;8.11;24.55;7;
14163;48.492;-4.3258;RCP2.6;2008;11.2;10;9.83;27.51;7;
14163;48.492;-4.3258;RCP2.6;2009;11.96;5;8.74;21.23;1;
14163;48.492;-4.3258;RCP2.6;2010;11.58;10;9.2;24.65;7;
14163;48.492;-4.3258;RCP2.6;2011;11.77;4;8.24;20.47;3;
